Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Material (product.metafields.custom.material),Product Specifications (product.metafields.custom.product_specifications),Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Furniture/Fixture features (product.metafields.shopify.furniture-fixture-features),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Outdoor furniture items included (product.metafields.shopify.outdoor-furniture-items-included),Plant name (product.metafields.shopify.plant-name),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Tabletop shape (product.metafields.shopify.tabletop-shape),Upholstery material (product.metafields.shopify.upholstery-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tropical-duo-lounger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/TropicalDuoLounger2.png?v=1722864512,3,"",,,,,,,,,,,,,,,,,,,,,,,,
sleek-silhouette-table,Sleek Silhouette Table,"<p><span data-sheets-root=""1"">Featuring an aluminum base and a tabletop crafted from cellulose fiber and resin, this table combines durability with easy maintenance. Ideal for chic urban lofts, minimalist outdoor workspaces, or open yards, it offers exceptional longevity and can withstand heat and rain. Perfect for outdoor gardens and patio furniture sets, it pairs beautifully with our patio rope chairs.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"",Table,false,Choice of Table Top,ADVIKA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/62.png?v=1730885727,1,"",false,,,Rope,,,,,,,,,,,,,,,,,kg,,,draft
sleek-silhouette-table,,,,,,,,,CANYON MONUMENT OAK,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/63.png?v=1730885727,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,DELANO EICHE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/go-07.png?v=1730976945,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,ALOE WOOD,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/SleekSilhouetteTable4.png?v=1722864282,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,COSMIC NERO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/KhakhiSheenTable2_c2f37771-4ad1-47f5-bdb0-a29b51e28f44.png?v=1731406870,5,"",,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,GREY CASPIO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/KhakhiSheenTable3_80247f7b-f402-489e-84f2-82b94a3db3ac.png?v=1731406871,6,"",,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,JARAMA ELM,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,LIGHT AGRIPINA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,NEW COLOR RANGE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,ONYX,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,POMPEU SLATE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,TIVOLI,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,VENETO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sleek-silhouette-table,,,,,,,,,VENTO MARBLE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
willow-canopy-swing,Willow Swing,"<p><span data-sheets-root=""1"">Enhance your outdoor space with this expertly crafted cane swing, designed for both style and durability. Its robust cane structure withstands heat and dust, making it suitable for any weather condition. Perfect for patios, gardens, and balconies, this swing provides a relaxing retreat with minimal stress. It features a removable cushion for easy maintenance during harsh weather and supports up to 120 kg, with added spring support for extra comfort.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Home & Garden > Lawn & Garden > Outdoor Living > Porch Swings,"",swing,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,25000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/79.png?v=1730886100,1,"",false,,,Cane,,,,,,,,,,,,,,,,,kg,,10500.00,active
willow-canopy-swing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/80.png?v=1730886101,2,"",,,,,,,,,,,,,,,,,,,,,,,,
willow-canopy-swing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/WillowCanopySwing1.png?v=1722864000,3,"",,,,,,,,,,,,,,,,,,,,,,,,
willow-canopy-swing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/WillowCanopySwing3.png?v=1722864000,4,"",,,,,,,,,,,,,,,,,,,,,,,,
willow-canopy-swing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/WillowCanopySwing4.png?v=1722864000,5,"",,,,,,,,,,,,,,,,,,,,,,,,
willow-canopy-swing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/WillowCanopySwing5.png?v=1722864000,6,"",,,,,,,,,,,,,,,,,,,,,,,,
nomadic-table,Nomadic Table,"<p><span data-sheets-root=""1"">Crafted from PE cane, this table is an ideal addition to your patio furniture set and other outdoor spaces. Designed to endure heat and dust, it ensures both durability and longevity. Easy to maintain, it can be wiped clean with a damp cloth to remove dust or spills. Customizable based on size, cane color, and tabletop shape, it can be tailored to perfectly fit your needs.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"",Table,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,16000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/38.png?v=1730885031,1,"",false,,,Cane,"• Dimensions L x B x H: 76cm X 76cm x 70cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",,beige,,wicker,,,,,,,,,,,,kg,,8000.00,active
nomadic-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/39.png?v=1730885032,2,"",,,,,,,,,,,,,,,,,,,,,,,,
nomadic-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/NomadicTable1.png?v=1722855197,3,"",,,,,,,,,,,,,,,,,,,,,,,,
paradise-lounge-chair,Paradise Lounge Chair,"<p><span data-sheets-root=""1"">This premium rope chair transforms your outdoor space into a tropical haven, with soft cushions that envelop you in comfort. Constructed from durable materials, including an aluminum frame and PE rope, it’s perfect for luxury apartments and bungalows. The chair includes customizable cushions, making it an ideal choice for high-end garden furniture.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/41.png?v=1730885119,1,"",false,,,Rope,,upholstered,floral; beige,,aluminum; rattan,,,wicker,upholstered,,,,,,,,kg,,,draft
paradise-lounge-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/40.png?v=1730885119,2,"",,,,,,,,,,,,,,,,,,,,,,,,
paradise-lounge-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/42.png?v=1730885119,3,"",,,,,,,,,,,,,,,,,,,,,,,,
paradise-lounge-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ParadiseLoungeChair2.png?v=1722854796,4,"",,,,,,,,,,,,,,,,,,,,,,,,
misty-mesh-table,Misty Mesh Table,"<p><span data-sheets-root=""1"">Inspired by foggy mornings and gentle breezes, this cane-woven table is an ideal addition to your patio furniture set. Designed to endure various weather conditions, it promises durability and longevity. Easy to maintain and fully customizable to meet your needs, this table combines functionality with timeless elegance.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"",Table,false,Choice of Cane,Ribbed - White (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/28.png?v=1730884598,1,"",false,,,Cane,,,beige,,mesh,,,,,,,,,,,,kg,,,draft
misty-mesh-table,,,,,,,,,Ribbed - Whitewash (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/27.png?v=1730884598,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
misty-mesh-table,,,,,,,,,Ribbed - Honeywicker (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
misty-mesh-table,,,,,,,,,Ribbed - Graphite Black (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/MistyMeshTable1.png?v=1722847015,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
misty-mesh-table,,,,,,,,,Ribbed - Java Brown (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
misty-mesh-table,,,,,,,,,Ribbed - Cappuccino (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
misty-mesh-table,,,,,,,,,Pulut - Mocca Java (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
misty-mesh-table,,,,,,,,,Pulut - Arabica (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
misty-mesh-table,,,,,,,,,Pulut - Elegance Brown (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
misty-mesh-table,,,,,,,,,Pulut - Sea Shell (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,Retro Woven Chair,"<p><span data-sheets-root=""1"">Crafted from durable PE cane, this chair features a timeless silhouette and ample cushion space, making it a sophisticated addition to garden areas and poolside settings. Its robust construction ensures resilience against outdoor conditions and long-lasting enjoyment with minimal maintenance. Perfect for enhancing your outdoor spaces with elegance and durability.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,false,Choice of Cane,Ribbed - White (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/48.png?v=1730885268,1,"",false,,,Cane,,hard,beige; white,,metal,,,wicker,hard,,,,,,,,kg,,,draft
retro-woven-chair,,,,,,,,,Ribbed - Whitewash (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/49.png?v=1730885268,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,,,,,,,,,Ribbed - Honeywicker (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,,,,,,,,,Ribbed - Graphite Black (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/50.png?v=1730885268,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,,,,,,,,,Ribbed - Java Brown (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/RetroWovenChair3.png?v=1722846802,5,"",,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,,,,,,,,,Ribbed - Cappuccino (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/RetroWovenChair1.png?v=1722846802,6,"",,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,,,,,,,,,Pulut - Mocca Java (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,,,,,,,,,Pulut - Arabica (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,,,,,,,,,Pulut - Elegance Brown (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
retro-woven-chair,,,,,,,,,Pulut - Sea Shell (7mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
classic-mesh-chair,Classic Mesh Chair,"<p><span data-sheets-root=""1"">This durable outdoor cane chair is crafted with a robust aluminum frame and high-quality cane, designed to withstand the elements. Its weather-resistant construction ensures longevity, while the comfortable seating provides a relaxing experience. Easy to clean and reposition, this chair is perfect for enhancing your patio, garden, or balcony with both practicality and style.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,13000.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/16.png?v=1730884072,1,"",false,,,Cane,"• Dimensions L x B x H: 55cm X 48cm x 88cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",mesh,beige; brown,,aluminum; mesh,,,grid,mesh,,,,,,,,kg,,5500.00,active
classic-mesh-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/15_da478b61-4f67-41f4-8236-c28ebd6ca79c.png?v=1730884072,2,"",,,,,,,,,,,,,,,,,,,,,,,,
classic-mesh-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/17.png?v=1730884072,3,"",,,,,,,,,,,,,,,,,,,,,,,,
classic-mesh-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ClassicMeshChair1.png?v=1722845539,4,"",,,,,,,,,,,,,,,,,,,,,,,,
classic-mesh-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/ClassicMeshChair2.png?v=1722845539,5,"",,,,,,,,,,,,,,,,,,,,,,,,
ethereal-table,Ethereal Table,"<p><span data-sheets-root=""1"">Inspired by the northern skies, this table boasts a stone-like tabletop crafted from cellulose fiber and resin. With a tri-legged aluminum base, it ensures both exceptional sturdiness and a lightweight design. Ideal for outdoor use, it's rust-free and stain-resistant, making it easy to clean. Combining durability and style, it's perfect for laid-back evenings and quality time with loved ones.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"",Table,false,Choice of Table Top,ADVIKA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/21.png?v=1730884313,1,"",false,,,,,,black; gray,,aluminum; resin,,,,,,,,,,,,kg,,,draft
ethereal-table,,,,,,,,,CANYON MONUMENT OAK,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/22.png?v=1730884313,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,DELANO EICHE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/go-07.png?v=1730976945,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,ALOE WOOD,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/23.png?v=1730884314,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,COSMIC NERO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,GREY CASPIO,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,JARAMA ELM,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,LIGHT AGRIPINA,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,NEW COLOR RANGE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,ONYX,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,POMPEU SLATE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,TIVOLI,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,VENE,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ethereal-table,,,,,,,,,VENTO MARBL,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
vintage-majestic-chair,Vintage Majestic Chair,"<p><span data-sheets-root=""1"">This cane chair marries rustic charm with modern efficiency, providing outstanding comfort and support. Designed to resist UV rays, dust, and heat, it’s effortless to clean with a damp cloth and easy to move. Ideal for enhancing your garden furniture collection and perfect for any outdoor setting.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,true,Title,Default Title,,,,,,,,'100,0.0,shopify,continue,manual,10500.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/72.png?v=1730886013,1,"",false,,,Cane,"• Dimensions L x B x H: 53cm X 45cm x 77cm 

•  100% Aluminum Frame 

• Light weight & Rust free 

• Weather-proof | Washable 

• 6mm PE Cane  - Elegance Brown  

• Five-Year Cane Colour Warranty*",,beige; brown,,wicker,,,,,,,,,,,,kg,,4800.00,active
vintage-majestic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/73.png?v=1730886013,2,"",,,,,,,,,,,,,,,,,,,,,,,,
vintage-majestic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/VintageMajesticChair1.png?v=1722844902,3,"",,,,,,,,,,,,,,,,,,,,,,,,
vintage-majestic-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/74.png?v=1730886014,4,"",,,,,,,,,,,,,,,,,,,,,,,,
nomadic-sand-table,Nomadic Sand Table,"<p><span data-sheets-root=""1"">Crafted from PE cane, this table is an ideal addition to your patio furniture set and other outdoor spaces. Designed to endure heat and dust, it offers exceptional durability and longevity. Maintenance is simple—just wipe with a damp cloth to remove dust or moisture. It features built-in storage and offers multiple customizable size and color options for sofa and chair sets.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Tables,"",Table,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/36.png?v=1730884991,1,"",false,,,Cane,,,brown,,wood,,,,,,,,,,,,kg,,,draft
nomadic-sand-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/37.png?v=1730884992,2,"",,,,,,,,,,,,,,,,,,,,,,,,
nomadic-sand-table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0690/2762/7249/files/NomadicSandTable3.png?v=1722791566,3,"",,,,,,,,,,,,,,,,,,,,,,,,
breezy-barstand-table,Breezy Barstand Table,"<p><span data-sheets-root=""1"">Featuring a durable wooden-polish aluminum base and a sleek tabletop molded from cellulose fiber and resin, this waterproof table is a perfect addition to your outdoor and patio furniture sets. It’s waterproof, stain-resistant, and scratch-proof, while its lightweight design ensures easy mobility. Best paired with cane or rope chair sets.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Sporting Goods > Outdoor Recreation > Outdoor Games > Lawn Games,"",Table,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",,,,false,,,Rope,,,,,,,,,,,,,,,,,kg,,,draft
bohemian-classic-chair,Bohemian Classic Chair,"<p><span data-sheets-root=""1"">Handmade with an aluminum frame and high-quality cane featuring a check pattern weave, this garden chair offers exceptional comfort and support. The aluminum frame, finished with a wood polish, ensures durability for outdoor use. Rust-free and lightweight, it's an ideal choice for balcony, garden, and patio furniture setups.</span></p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>
<!---->",Great Outdoor,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"",chair,false,Choice of Cane,Ribbed - White (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/7_26450f79-ebb7-44b4-87ee-4c76d29cd76e.png?v=1730883957,1,"",false,,,Cane,,,checkered; beige; brown,,aluminum; wood,,,,,,,,,,,,kg,,,draft
bohemian-classic-chair,,,,,,,,,Ribbed - Whitewash (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/6_de961e94-edfe-4a17-8ad1-3008dc71f6f0.png?v=1730883958,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bohemian-classic-chair,,,,,,,,,Ribbed - Honeywicker (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/Ribbed_White_6mm_1.png?v=1730886502,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bohemian-classic-chair,,,,,,,,,Ribbed - Graphite Black (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/8_09bd119f-e3ee-4d0a-bd3d-f485f69815ba.png?v=1730883958,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bohemian-classic-chair,,,,,,,,,Ribbed - Java Brown (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianClassicChair3.png?v=1722787613,5,"",,,,,,,,,,,,,,,,,,,,,kg,,,
bohemian-classic-chair,,,,,,,,,Ribbed - Cappuccino (6mm),,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0690/2762/7249/files/BohemianClassicChair2.png?v=1722787613,6,"",,,,,,,,,,,,,,,,,,,,,kg,,,
